id,method,partisan,survey_houses,date,moe,type,n,state,dem,gop,lib,undecided,gap,weight
26529,Internet,false,Lucid,Tue Oct 25 2016 19:00:00 GMT-0500 (CDT),5,likely voters,875,US,0.43,0.4,0.06,0.08,0.02999999999999997,66.08844377334576
26528,Internet,false,Saint Leo University Polling Institute,Sun Oct 23 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1028,FL,0.5,0.37,0.05,0.08,0.13,68.83607171095011
26524,IVR/Online,false,Pulse Opinion Research|Crosswind Media & Public Relations,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,800,TX,0.38495414555,0.44504585445,0.07,0.09999999999999998,-0.07,66.41178408988674
26523,Internet,false,Saguaro Strategies,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3,likely voters,2385,AZ,0.48,0.46,0.05,0.009999999999999995,0.019999999999999962,75.87095177750321
26522,Live Phone,false,University of New Orleans,Mon Oct 17 2016 19:00:00 GMT-0500 (CDT),4,likely voters,603,LA,0.35,0.49,0.07,0.09000000000000002,-0.14,63.41914396441594
26518,Live Phone,false,Mason-Dixon,Mon Oct 24 2016 19:00:00 GMT-0500 (CDT),4,likely voters,625,MO,0.42465456188,0.46534543811999995,0.03,0.07,-0.04999999999999999,64.51638821562453
26517,IVR/Online,false,Rasmussen Reports,Tue Oct 25 2016 19:00:00 GMT-0500 (CDT),2.5,likely voters,1500,US,0.4649082911,0.43509170890000004,0.03,0.07000000000000003,0,72.61683763179614
26516,IVR/Online,false,Rasmussen Reports,Sun Oct 23 2016 07:00:00 GMT-0500 (CDT),4,likely voters,750,ID,0.30490829109999995,0.46509170889999996,0.06,0.17,-0.19,65.73421224906988
26515,Live Phone,false,Christopher Newport University,Mon Oct 24 2016 07:00:00 GMT-0500 (CDT),4.2,likely voters,814,VA,0.45882727325,0.39117272675000003,0.05,0.06,0.07,66.78937839620542
26512,Internet,false,YouGov|Washington Poll,Sun Oct 09 2016 07:00:00 GMT-0500 (CDT),5,likely voters,750,WA,0.527007572055,0.392992427945,-1,0.07999999999999996,0.14,65.2543125753322
26511,Live Phone,false,Quinnipiac University,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,791,IA,0.44158057451,0.43841942549,0.04,0.08000000000000003,0,67.10325899905469
26510,Live Phone,false,Quinnipiac University,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3.6,likely voters,749,VA,0.50158057451,0.37841942549,0.04,0.07999999999999999,0.12,66.55464185823983
26509,Live Phone,false,Quinnipiac University,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3.7,likely voters,707,GA,0.43158057451,0.43841942549,0.08,0.050000000000000065,-0.010000000000000009,65.97435663758853
26508,Live Phone,false,Quinnipiac University,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),3.7,likely voters,702,NC,0.47158057450999996,0.42841942549,0.05,0.050000000000000024,0.03999999999999998,65.90299021519915
26507,Live Phone,false,Pew Research Center|Abt SRBI,Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),5,registered voters,2120,US,0.46,0.4,0.06,0.08000000000000002,0.06,57.682752212159144
26505,Live Phone,false,Suffolk University,Mon Oct 24 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,MA,0.5676789689099999,0.25232103109,0.04,0.1,0.31999999999999995,62.05613069418221
26504,Internet,false,YouGov,Sun Oct 23 2016 19:00:00 GMT-0500 (CDT),5,likely voters,1209,US,0.44901514411000004,0.42098485588999995,0.04,0.09000000000000005,0.050000000000000044,70.6863024593337
26500,Live Phone,false,EPIC-MRA,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),4,likely voters,600,MI,0.45,0.37,0.02,0.15,0.08000000000000002,64.10629729894855
26498,Live Phone,false,Public Policy Institute of California|Abt SRBI,Tue Oct 18 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1012,CA,0.54,0.28,0.05,0.12999999999999995,0.26,69.62800244786071
26497,Live Phone,false,Hart Research (D)|Public Opinion Strategies (R),Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),5,likely voters,400,US,0.43,0.34,0.07,0.16000000000000003,0.08999999999999997,59.914645471079815
26496,Internet,false,YouGov,Tue Oct 18 2016 07:00:00 GMT-0500 (CDT),3.16,likely voters,959,TX,0.40901514411,0.46098485589,0.07,0.06000000000000005,-0.030000000000000027,68.37916348120824
26495,Internet,false,YouGov|UMass,Tue Oct 18 2016 19:00:00 GMT-0500 (CDT),4.5,likely voters,772,NH,0.427007572055,0.382992427945,0.08,0.11000000000000006,0.04999999999999999,65.53929278423632
26492,Live Phone,false,University of North Florida,Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),5,likely voters,819,FL,0.43,0.39,0.06,0.12000000000000005,0.03999999999999998,67.27859713132868
26490,Live Phone,false,ABC News|Washington Post|Langer Research Associates|SSRS,Sun Oct 23 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1135,US,0.48,0.42,0.05,0.050000000000000024,0.06,69.8473184714804
26489,Live Phone,false,Siena College,Sun Oct 23 2016 19:00:00 GMT-0500 (CDT),3.4,likely voters,824,PA,0.46,0.39,0.06,0.09000000000000002,0.07,67.70556015739957
26488,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Sun Oct 23 2016 07:00:00 GMT-0500 (CDT),2.5,likely voters,1221,US,0.44,0.41,0.07,0.08000000000000007,0.030000000000000027,71.51635463189213
26487,Live Phone,false,Marist College,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),3.7,likely voters,707,NV,0.43170895636,0.42829104364,0.1,0.02,0,66.10944716915364
26486,Live Phone,false,Southern Media & Opinion Research,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,LA,0.35,0.5,0.05,0.10000000000000002,-0.15000000000000002,61.93000808587912
26485,Live Phone,false,Marist College,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,768,NH,0.45170895636,0.35829104364,0.1,0.03,0.09000000000000002,66.94333386513318
26484,Internet,false,Gfk,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),5,likely voters,1212,US,0.51,0.37,0.06,0.06,0.14,69.26693803787198
26481,Internet,false,Lucid,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),5,likely voters,850,US,0.44,0.38,0.06,0.1,0.06,65.80564514830567
26478,Internet,false,Lucid,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),5,likely voters,856,US,0.43,0.37,0.07,0.11,0.06,65.8742681939925
26475,Internet,false,Lucid,Sun Oct 16 2016 19:00:00 GMT-0500 (CDT),5,likely voters,545,US,0.46,0.36,0.06,0.09,0.10000000000000003,61.46964356420077
26472,Internet,false,Lucid,Thu Oct 13 2016 19:00:00 GMT-0500 (CDT),5,likely voters,547,US,0.45,0.37,0.07,0.09,0.08000000000000002,61.50537938964229
26469,Internet,false,Lucid,Mon Oct 10 2016 19:00:00 GMT-0500 (CDT),5,likely voters,542,US,0.44,0.36,0.07,0.11,0.08000000000000002,61.41579318219128
26465,Internet,false,Lucid,Fri Oct 07 2016 19:00:00 GMT-0500 (CDT),5,likely voters,546,US,0.45,0.37,0.06,0.1,0.08000000000000002,61.487527839488116
26461,Internet,false,Lucid,Tue Oct 04 2016 19:00:00 GMT-0500 (CDT),5,likely voters,1364,US,0.45,0.35,0.07,0.1,0.10000000000000003,70.41959080974301
26458,Internet,false,Lucid,Sat Oct 01 2016 19:00:00 GMT-0500 (CDT),5,likely voters,424,US,0.45,0.38,0.05,0.09,0.07,59.02040971881741
26455,Internet,false,Lucid,Wed Sep 28 2016 19:00:00 GMT-0500 (CDT),5,likely voters,384,US,0.46,0.36,0.07,0.1,0.10000000000000003,58.053691810210694
26452,Internet,false,Lucid,Sun Sep 25 2016 19:00:00 GMT-0500 (CDT),5,likely voters,444,US,0.43,0.38,0.08,0.09,0.04999999999999999,59.47006854287702
26449,Live Phone,false,Suffolk University,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),3,likely voters,1000,US,0.46767896891,0.38232103109,0.04,0.07,0.08999999999999997,68.9775698816432
26448,IVR/Online,true,Public Policy Polling (D),Thu Oct 20 2016 07:00:00 GMT-0500 (CDT),5,likely voters,990,US,0.46,0.4,0.05,0.09000000000000002,0.06,34.559878219217474
26447,Live Phone,false,Monmouth University,Sun Oct 23 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,401,NH,0.45910575688,0.42089424312,0.07,0.04,0.040000000000000036,60.62852701063151
26446,IVR/Online,false,Rasmussen Reports,Sun Oct 23 2016 07:00:00 GMT-0500 (CDT),4,likely voters,750,UT,0.29490829110000005,0.30509170890000004,0.04,0.36,-0.03999999999999998,65.73421224906988
26445,Internet,false,Ipsos,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),3.3,likely voters,1170,US,0.42,0.38,0.07,0.13000000000000006,0.03999999999999998,70.93320350235444
26444,Live Phone,false,MSU-Billings,Thu Oct 06 2016 07:00:00 GMT-0500 (CDT),4,adults,590,MT,0.27,0.43,0.07,0.23,-0.15999999999999998,24.897456985211722
26443,Internet,false,Ipsos,Tue Oct 11 2016 19:00:00 GMT-0500 (CDT),2.8,likely voters,1538,AZ,0.39,0.44,0.06,0.10999999999999999,-0.04999999999999999,73.67905090600682
26442,Internet,false,Ipsos,Sat Oct 08 2016 07:00:00 GMT-0500 (CDT),2.9,likely voters,1532,FL,0.42,0.38,0.06,0.14000000000000007,0.03999999999999998,73.63980488387165
26439,IVR/Online,false,SurveyUSA,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),2.8,likely voters,1251,FL,0.48,0.45,0.02,0,0.02999999999999997,71.88209615248327
26436,Live Phone,false,ABC News|Abt SRBI|Langer Research Associates,Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1119,US,0.49,0.4,0.05,0.059999999999999984,0.08999999999999997,69.98842468810322
26435,Live Phone,false,Selzer & Co.,Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),3.2,likely voters,953,FL,0.43,0.45,0.04,0.08000000000000003,-0.020000000000000018,68.59614903654202
26434,Live Phone,false,Mason-Dixon,Tue Oct 18 2016 19:00:00 GMT-0500 (CDT),5,likely voters,400,SD,0.37465456188,0.43534543812,0.07,0.09,-0.07,60.04389012384425
26433,Internet,false,Gravis Marketing,Sat Oct 22 2016 19:00:00 GMT-0500 (CDT),2.3,registered voters,596,IN,0.38559266329,0.48440733670999997,0.05,0.08,-0.10999999999999999,47.70957953419418
26432,Live Phone,true,Greenberg Quinlan Rosner Research (D),Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),3.27,likely voters,900,US,0.5,0.38,0.05,0.02,0.12,34.011973816621555
26428,Live Phone,false,Monmouth University,Sat Oct 22 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,401,AZ,0.44910575688,0.46089424312000005,0.04,0.03,-0.010000000000000009,60.62852701063151
26426,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.31,likely voters,1795,WI,0.46,0.41,0.05,0.06,0.050000000000000044,36.5491956098397
26425,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.31,likely voters,1787,VA,0.48,0.43,0.03,0.05,0.04999999999999999,36.52740692048616
26424,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),4.19,likely voters,1997,PA,0.45,0.42,0.05,0.07,0.030000000000000027,37.06938360466426
26423,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.2,likely voters,1971,OH,0.42,0.46,0.04,0.06,-0.040000000000000036,37.00545814206765
26422,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.69,likely voters,1332,NV,0.44,0.47,0.04,0.03,-0.02999999999999997,35.093993296587286
26421,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.33,likely voters,1764,NC,0.44,0.47,0.03,0.05,-0.02999999999999997,36.46421679518476
26420,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.41,likely voters,1646,FL,0.46,0.46,0.02,0.05,0,36.12648881270158
26419,IVR/Live Phone,true,Remington Research Group,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),2.46,likely voters,1581,CO,0.45,0.43,0.05,0.04,0.020000000000000018,35.9299541691593
26418,IVR/Online,false,Rasmussen Reports,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,826,NV,0.4749082911,0.4050917089,0.05,0.07000000000000005,0.040000000000000036,66.69262599665738
26417,IVR/Online,false,Rasmussen Reports,Fri Oct 21 2016 19:00:00 GMT-0500 (CDT),2.5,likely voters,1500,US,0.44490829109999996,0.4050917089,0.05,0.10000000000000007,0.010000000000000009,72.61683763179614
26416,Live Phone,true,Bendixen & Amandi International,Fri Oct 21 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,800,NV,0.48,0.41,0.06,0.050000000000000044,0.07,32.607099626593886
26415,Live Phone,false,Mason-Dixon,Thu Oct 20 2016 19:00:00 GMT-0500 (CDT),4,likely voters,625,MN,0.47465456188,0.38534543812,0.06,0.08000000000000002,0.07999999999999996,64.51638821562453
26412,Internet,false,SurveyMonkey,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),1,likely voters,32225,US,0.46,0.41,0.07,0.06000000000000005,0.050000000000000044,102.49785805456263
26411,Live Phone/Online,false,Public Religion Research Institute,Tue Sep 13 2016 19:00:00 GMT-0500 (CDT),3.5,likely voters,1296,US,0.49,0.41,0.04,0.06000000000000003,0.08000000000000002,69.92068577828341
26410,Live Phone,false,Siena College,Fri Oct 21 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,792,NC,0.46,0.39,0.08,0.07000000000000002,0.07,67.3061424080096
26409,Internet,false,CVOTER International,Wed Oct 19 2016 07:00:00 GMT-0500 (CDT),5,likely voters,341,AL,0.37,0.58,-1,0.050000000000000044,-0.20999999999999996,57.99624508633578
26408,Live Phone,false,Opinion Research Corporation,Fri Oct 21 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,779,US,0.49,0.44,0.03,0.04000000000000001,0.04999999999999999,66.58011045870748
26407,Internet,false,Ipsos,Sun Oct 09 2016 19:00:00 GMT-0500 (CDT),5,likely voters,773,AL,0.38,0.52,-1,0.09999999999999998,-0.14,66.77164716378738
26406,Internet,false,Lucid,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),5,likely voters,802,VA,0.43,0.38,0.09,0.08,0.04999999999999999,65.2385584904054
26405,Internet,false,Lucid,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),5,likely voters,924,NC,0.42,0.41,0.08,0.07,0.010000000000000009,66.62002339484452
26404,Internet,false,Lucid,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),5,likely voters,807,GA,0.44,0.4,0.08,0.08,0.03999999999999998,65.29919180824533
26403,Internet,false,Lucid,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),5,likely voters,892,FL,0.45,0.39,0.06,0.08,0.06,66.276168615169
26395,Live Phone,false,Monmouth University,Fri Oct 21 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,402,NC,0.46910575687999995,0.46089424312000005,0.04,0.02,0.009999999999999953,60.653719886576354
26394,Live Phone,false,Victory Research,Sun Oct 16 2016 19:00:00 GMT-0500 (CDT),2.83,likely voters,1200,IL,0.51,0.36,0.06,0.07,0.15000000000000002,69.16986390921201
26393,IVR/Online,true,Public Policy Polling (D),Fri Oct 21 2016 07:00:00 GMT-0500 (CDT),3.3,likely voters,875,NC,0.47,0.44,0.04,0.05,0.02999999999999997,33.941195582083516
26385,Internet,false,CVOTER International,Sat Oct 15 2016 19:00:00 GMT-0500 (CDT),5,likely voters,1360,US,0.5,0.46,-1,0.03999999999999998,0.03999999999999998,71.75330226443032
26383,Live Phone,false,TIPP,Thu Oct 20 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,815,US,0.41246591686999995,0.40753408313,0.08,0.1000000000000001,0,67.27544753633246
26382,Live Phone/Online,false,SoonerPoll.com,Tue Oct 18 2016 19:00:00 GMT-0500 (CDT),4.26,likely voters,530,OK,0.28683182836,0.6131681716399999,0.05,0.06,-0.3,62.68972238553318
26381,Internet,false,YouGov,Thu Oct 20 2016 07:00:00 GMT-0500 (CDT),4.4,likely voters,1031,TX,0.41901514411,0.47098485589,0.05,0.06000000000000003,-0.030000000000000027,69.10014793961477
26380,Internet,false,YouGov,Thu Oct 20 2016 07:00:00 GMT-0500 (CDT),3.6,likely voters,1042,FL,0.44901514411000004,0.44098485588999997,0.03,0.08000000000000003,0.030000000000000027,69.20584291191112
26377,Internet,false,Lucid,Sat Oct 08 2016 07:00:00 GMT-0500 (CDT),5,likely voters,917,IA,0.41,0.37,0.1,0.09,0.03999999999999998,66.54583391612047
26376,Internet,false,Lucid,Sat Oct 08 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1304,OH,0.44,0.39,0.07,0.09,0.04999999999999999,69.98072208736083
26371,Live Phone,false,Mason-Dixon,Mon Oct 17 2016 19:00:00 GMT-0500 (CDT),4,likely voters,625,LA,0.34465456188000004,0.53534543812,0.02,0.09,-0.2,64.51638821562453
26365,Live Phone,true,Marketing Resource Group,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),4,likely voters,600,MI,0.41,0.36,0.03,0.08,0.04999999999999999,31.78791158455401
26363,Live Phone,false,Princeton Survey Research Associates International,Wed Oct 12 2016 19:00:00 GMT-0500 (CDT),4.8,likely voters,544,IN,0.37,0.43,0.09,0.11000000000000001,-0.06,63.123726642863375
26362,IVR/Online,false,Opinion Savvy,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),4.1,likely voters,570,GA,0.45771066785000003,0.50228933215,0.03,0.01,-0.03999999999999998,62.71307868952517
26361,IVR/Online,false,Opinion Savvy,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),4.2,likely voters,538,FL,0.48771066785,0.45228933215,0.03,0.02,0.03999999999999998,62.14206838359387
26356,IVR/Live Phone,true,Landmark Communications,Wed Oct 19 2016 19:00:00 GMT-0500 (CDT),4,likely voters,600,GA,0.42979026556,0.47020973443999997,0.05,0.05,-0.03999999999999998,31.971959256532283
26355,IVR/Live Phone,true,Landmark Communications,Tue Oct 11 2016 07:00:00 GMT-0500 (CDT),2.7,likely voters,1400,GA,0.41979026556,0.48020973444,0.04,0.06,-0.06,36.20676784917598
26353,Live Phone,false,American Research Group,Tue Oct 18 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1006,US,0.49,0.42,-1,0.04,0.07,68.5879276802142
26351,Live Phone,false,Christopher Newport University,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),3.9,likely voters,834,VA,0.44882727325,0.33117272675000003,0.08,0.02,0.12,67.03127493415623
26350,IVR/Online,false,"Maine People's Resource Center",Fri Oct 14 2016 07:00:00 GMT-0500 (CDT),3.3,likely voters,890,ME,0.42,0.36,0.09,0.09,0.06,67.21481116561172
26347,Live Phone,false,Abt SRBI,Tue Oct 18 2016 07:00:00 GMT-0500 (CDT),4.26,likely voters,839,GA,0.42,0.44,0.09,0.05000000000000007,-0.020000000000000018,67.66168041771138
26342,Internet,false,Morning Consult,Wed Oct 19 2016 07:00:00 GMT-0500 (CDT),3,likely voters,1395,US,0.42,0.36,0.09,0.1300000000000001,0.06,70.63883305731565
26340,Live Phone,true,Victory Phones Live|Data Orbital (R),Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),4.12,likely voters,550,AZ,0.41,0.41,0.05,0.08,0,30.7793694407405
26318,Live Phone,false,Suffolk University,Mon Oct 17 2016 19:00:00 GMT-0500 (CDT),4.4,likely voters,500,OH,0.44767896891000003,0.45232103109,0.02,0.05,0,62.05613069418221
26285,Internet,false,Icitizen,Sat Oct 15 2016 07:00:00 GMT-0500 (CDT),4.4,registered voters,508,TN,0.34,0.44,0.07,0.08,-0.09999999999999998,45.58782264988318
26284,IVR/Online,false,Rasmussen Reports,Mon Oct 17 2016 19:00:00 GMT-0500 (CDT),2.5,likely voters,1500,US,0.41490829110000005,0.4150917089,0.06,0.10999999999999999,-0.02999999999999997,72.61683763179614
26283,Live Phone,true,Civitas Institute (R),Sat Oct 15 2016 07:00:00 GMT-0500 (CDT),4,likely voters,600,NC,0.45,0.43,0.05,0.04,0.020000000000000018,31.20380525746935
26282,IVR/Online,true,Public Policy Polling (D),Tue Oct 18 2016 07:00:00 GMT-0500 (CDT),3.5,likely voters,804,WI,0.5,0.38,-1,0.12,0.12,33.517197094448086
26281,Live Phone,false,University of New Hampshire,Thu Oct 13 2016 19:00:00 GMT-0500 (CDT),5,likely voters,755,NH,0.47841179848,0.35158820152000003,0.08,0.03,0.14999999999999997,66.38899305010962
26280,Internet,false,YouGov,Sun Oct 16 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1032,US,0.40901514411,0.39098485589,0.06,0.14000000000000007,0.03999999999999998,69.10980305961921
26276,Live Phone,false,Quinnipiac University,Mon Oct 17 2016 07:00:00 GMT-0500 (CDT),3.1,likely voters,1007,US,0.47158057450999996,0.39841942549000003,0.07,0.06,0.06999999999999995,69.53098456625271
26275,IVR/Online,false,SurveyUSA,Wed Oct 12 2016 19:00:00 GMT-0500 (CDT),4.1,likely voters,581,KS,0.36,0.47,0.07,0.07,-0.10999999999999999,64.15184618631145
26274,Live Phone,false,Monmouth University,Sun Oct 16 2016 07:00:00 GMT-0500 (CDT),4.9,likely voters,403,WI,0.46910575687999995,0.40089424312000005,0.06,0.05,0.06999999999999995,60.67885017146059
26273,Live Phone,false,Riley Research,Sat Oct 08 2016 19:00:00 GMT-0500 (CDT),3.97,likely voters,608,OR,0.46,0.36,0.05,0.04,0.10000000000000003,64.19039596293642
26271,Live Phone,true,Tarrance Group,Thu Oct 13 2016 07:00:00 GMT-0500 (CDT),4.1,likely voters,500,VA,0.47160207868,0.37839792132,0.03,0.09,0.08999999999999997,31.00694170529835
26270,IVR/Online,false,SurveyUSA,Wed Oct 12 2016 07:00:00 GMT-0500 (CDT),3.4,likely voters,845,US,0.46,0.36,0.05,0.11,0.10000000000000003,67.9273868266656
26269,Live Phone,false,Castleton University,Thu Oct 06 2016 07:00:00 GMT-0500 (CDT),5,likely voters,579,VT,0.45,0.17,0.04,0.34,0.28,63.75509531856279
26268,IVR/Online,false,SurveyUSA,Sat Oct 15 2016 07:00:00 GMT-0500 (CDT),3.9,likely voters,651,NC,0.46,0.44,0.06,0.04,0.020000000000000018,65.2984492183108
26268,IVR/Online,false,SurveyUSA,Sat Oct 15 2016 07:00:00 GMT-0500 (CDT),3.9,likely voters,651,NC,0.46,0.44,0.06,0.04,0.020000000000000018,65.2984492183108
26266,Internet,false,Ipsos,Fri Oct 14 2016 19:00:00 GMT-0500 (CDT),3.2,likely voters,1190,US,0.42,0.38,0.06,0.14000000000000007,0.03999999999999998,71.1033843201879
26264,Live Phone,false,Arizona State University|Behavior Research Center,Wed Oct 12 2016 07:00:00 GMT-0500 (CDT),5,likely voters,713,AZ,0.429989166855,0.380010833145,0.07,0.08,0.04999999999999999,65.66031918769818
26263,Live Phone,false,Public Religion Research Institute,Fri Oct 14 2016 07:00:00 GMT-0500 (CDT),4.4,likely voters,692,US,0.51,0.36,0.03,0.1,0.15000000000000002,63.799346756043185
26262,Live Phone,false,Siena College,Fri Oct 14 2016 19:00:00 GMT-0500 (CDT),4.6,likely voters,611,NY,0.54,0.3,0.05,0.10999999999999996,0.24000000000000005,64.68970830423632
26261,Live Phone,false,Selzer & Co.,Sat Oct 15 2016 07:00:00 GMT-0500 (CDT),5,likely voters,1006,US,0.47,0.38,0.08,0.07000000000000002,0.08999999999999997,69.13737350659684
26259,Live Phone,false,Anderson Robbins Research|Shaw & Company Research,Sat Oct 15 2016 19:00:00 GMT-0500 (CDT),3,likely voters,912,US,0.45,0.39,0.05,0.11000000000000004,0.06,68.5803499943768
26258,Live Phone,false,DHM Research,Sun Oct 09 2016 07:00:00 GMT-0500 (CDT),4,likely voters,600,OR,0.43,0.36,0.07,0.14000000000000007,0.07,62.4076105149387
26257,Live Phone,false,Arizona State University|Behavior Research Center,Tue Aug 23 2016 19:00:00 GMT-0500 (CDT),3.3,likely voters,704,AZ,0.349989166855,0.340010833145,0.07,0.23,0.009999999999999953,65.53335524635335
26256,Live Phone,true,Magellan Research,Wed Oct 12 2016 07:00:00 GMT-0500 (CDT),4.38,likely voters,500,CO,0.4,0.35,0.12,0.05,0.050000000000000044,30.314452605639232
